#device=ESP32+AD8232
#cols=t_ms,adc,lead_off
6170,0,0
6174,26,0
6178,505,0
6182,255,0
6186,0,0
6190,3,0
6194,450,0
6198,344,0
6202,0,0
6206,0,0
6210,401,0
6214,400,0
6218,0,0
6222,0,0
6226,276,0
6230,468,0
6234,0,0
6238,0,0
6242,197,0
6246,494,0
6250,57,0
6254,0,0
6258,131,0
6262,490,0
6266,159,0
6270,0,0
6274,34,0
6278,458,0
6282,242,0
6286,0,0
6290,5,0
6294,406,0
6298,321,0
6302,0,0
6306,0,0
6310,381,0
6314,407,0
6318,0,0
6322,0,0
6326,273,0
6330,500,0
6334,0,0
6338,0,0
6342,203,0
6346,514,0
6350,58,0
6354,0,0
6358,143,0
6362,477,0
6366,133,0
6370,0,0
6374,71,0
6378,461,0
6382,174,0
6386,0,0
6390,49,0
6394,397,0
6398,277,0
6402,0,0
6406,0,0
6410,354,0
6414,366,0
6418,0,0
6422,0,0
6426,241,0
6430,471,0
6434,27,0
6438,0,0
6442,163,0
6446,510,0
6450,77,0
6454,0,0
6458,116,0
6462,498,0
6466,138,0
6470,0,0
6474,68,0
6478,481,0
6482,182,0
6486,0,0
6490,42,0
6494,424,0
6498,243,0
6502,0,0
6506,0,0
6510,394,0
6514,336,0
6518,0,0
6522,0,0
6526,261,0
6530,406,0
6534,16,0
6538,0,0
6542,165,0
6546,468,0
6550,68,0
6554,0,0
6558,109,0
6562,447,0
6566,144,0
6570,0,0
6574,34,0
6578,454,0
6582,212,0
6586,0,0
6590,2,0
6594,405,0
6598,251,0
6602,0,0
6606,0,0
6610,370,0
6614,310,0
6618,0,0
6622,0,0
6626,288,0
6630,367,0
6634,0,0
6638,0,0
6642,180,0
6646,403,0
6650,28,0
6654,0,0
6658,111,0
6662,383,0
6666,103,0
6670,0,0
6674,66,0
6678,387,0
6682,192,0
6686,0,0
6690,0,0
6694,356,0
6698,247,0
6702,0,0
6706,0,0
6710,346,0
6714,323,0
6718,0,0
6722,0,0
6726,279,0
6730,399,0
6734,0,0
6738,0,0
6742,188,0
6746,433,0
6750,21,0
6754,0,0
6758,140,0
6762,396,0
6766,77,0
6770,0,0
6774,78,0
6778,395,0
6782,142,0
6786,0,0
6790,38,0
6794,354,0
6798,210,0
6802,0,0
6806,1,0
6810,324,0
6814,304,0
6818,0,0
6822,0,0
6826,251,0
6830,391,0
6834,3,0
6838,0,0
6842,162,0
6846,441,0
6850,41,0
6854,0,0
6858,140,0
6862,422,0
6866,83,0
6870,0,0
6874,83,0
6878,423,0
6882,132,0
6886,0,0
6890,38,0
6894,348,0
6898,178,0
6902,0,0
6906,16,0
6910,326,0
6914,270,0
6918,0,0
6922,0,0
6926,269,0
6930,330,0
6934,0,0
6938,0,0
6942,153,0
6946,402,0
6950,45,0
6954,0,0
6958,104,0
6962,395,0
6966,102,0
6970,0,0
6974,47,0
6978,422,0
6982,148,0
6986,0,0
6990,16,0
6994,391,0
6998,190,0
7002,0,0
7006,2,0
7010,353,0
7014,242,0
7018,0,0
7022,0,0
7026,294,0
7030,316,0
7034,0,0
7038,0,0
7042,180,0
7046,380,0
7050,32,0
7054,0,0
7058,116,0
7062,357,0
7066,97,0
7070,0,0
7074,57,0
7078,387,0
7082,136,0
7086,0,0
7090,9,0
7094,364,0
7098,189,0
7102,0,0
7106,0,0
7110,349,0
7114,261,0
7118,0,0
7122,0,0
7126,300,0
7130,340,0
7134,0,0
7138,0,0
7142,198,0
7146,366,0
7150,0,0
7154,0,0
7158,154,0
7162,382,0
7166,49,0
7170,0,0
7174,99,0
7178,357,0
7182,114,0
7186,0,0
7190,28,0
7194,338,0
7198,177,0
7202,0,0
7206,0,0
7210,300,0
7214,248,0
7218,0,0
7222,0,0
7226,272,0
7230,308,0
7234,0,0
7238,0,0
7242,191,0
7246,385,0
7250,0,0
7254,0,0
7258,147,0
7262,396,0
7266,27,0
7270,0,0
7274,106,0
7278,354,0
7282,79,0
7286,0,0
7290,56,0
7294,330,0
7298,126,0
7302,0,0
7306,25,0
7310,309,0
7314,209,0
7318,0,0
7322,0,0
7326,257,0
7330,279,0
7334,0,0
7338,0,0
7342,153,0
7346,360,0
7350,25,0
7354,0,0
7358,110,0
7362,356,0
7366,50,0
7370,0,0
7374,79,0
7378,354,0
7382,82,0
7386,0,0
7390,39,0
7394,339,0
7398,112,0
7402,0,0
7406,19,0
7410,300,0
7414,168,0
7418,0,0
7422,0,0
7426,244,0
7430,217,0
7434,0,0
7438,0,0
7442,144,0
7446,279,0
7450,32,0
7454,0,0
7458,88,0
7462,296,0
7466,59,0
7470,0,0
7474,40,0
7478,293,0
7482,109,0
7486,0,0
7490,4,0
7494,297,0
7498,141,0
7502,0,0
7506,0,0
7510,274,0
7514,177,0
7518,0,0
7522,0,0
7526,258,0
7530,223,0
7534,0,0
7538,0,0
7542,181,0
7546,262,0
7550,0,0
7554,0,0
7558,124,0
7562,256,0
7566,26,0
7570,0,0
7574,68,0
7578,262,0
7582,99,0
7586,0,0
7590,16,0
7594,259,0
7598,140,0
7602,0,0
7606,0,0
7610,232,0
7614,169,0
7618,0,0
7622,0,0
7626,220,0
7630,215,0
7634,0,0
7638,0,0
7642,167,0
7646,263,0
7650,0,0
7654,0,0
7658,117,0
7662,273,0
7666,10,0
7670,0,0
7674,83,0
7678,239,0
7682,53,0
7686,0,0
7690,53,0
7694,244,0
7698,86,0
7702,0,0
7706,18,0
7710,240,0
7714,145,0
7718,0,0
7722,0,0
7726,203,0
7730,214,0
7734,0,0
7738,0,0
7742,116,0
7746,259,0
7750,21,0
7754,0,0
7758,88,0
7762,293,0
7766,32,0
7770,0,0
7774,73,0
7778,260,0
7782,63,0
7786,0,0
7790,57,0
7794,275,0
7798,79,0
7802,0,0
7806,21,0
7810,229,0
7814,109,0
7818,0,0
7822,0,0
7826,219,0
7830,147,0
7834,0,0
7838,0,0
7842,146,0
7846,208,0
7850,23,0
7854,0,0
7858,88,0
7862,270,0
7866,47,0
7870,0,0
7874,47,0
7878,241,0
7882,72,0
7886,0,0
7890,7,0
7894,276,0
7898,122,0
7902,0,0
7906,2,0
7910,282,0
7914,140,0
7918,0,0
7922,0,0
7926,243,0
7930,174,0
7934,0,0
7938,0,0
7942,190,0
7946,203,0
7950,0,0
7954,0,0
7958,113,0
7962,239,0
7966,17,0
7970,0,0
7974,72,0
7978,219,0
7982,67,0
7986,0,0
7990,20,0
7994,234,0
7998,116,0
8002,0,0
8006,0,0
8010,222,0
8014,140,0
8018,0,0
8022,0,0
8026,234,0
8030,201,0
8034,0,0
8038,0,0
8042,188,0
8046,239,0
8050,0,0
8054,0,0
8058,127,0
8062,263,0
8066,21,0
8070,0,0
8074,101,0
8078,223,0
8082,31,0
8086,0,0
8090,59,0
8094,234,0
8098,71,0
8102,0,0
8106,19,0
8110,231,0
8114,131,0
8118,0,0
8122,0,0
8126,199,0
8130,190,0
8134,0,0
8138,0,0
8142,156,0
8146,235,0
8150,0,0
8154,0,0
8158,108,0
8162,288,0
8166,9,0
8170,0,0
8174,84,0
8178,297,0
8182,32,0
8186,0,0
8190,60,0
8194,272,0
8198,68,0
8202,0,0
8206,30,0
8210,239,0
8214,95,0
8218,0,0
8222,10,0
8226,214,0
8230,146,0
8234,0,0
8238,0,0
8242,165,0
8246,190,0
8250,0,0
8254,0,0
8258,99,0
8262,252,0
8266,33,0
8270,0,0
8274,58,0
8278,282,0
8282,67,0
8286,0,0
8290,24,0
8294,303,0
8298,125,0
8302,0,0
8306,15,0
8310,299,0
8314,132,0
8318,0,0
8322,6,0
8326,261,0
8330,154,0
8334,0,0
8338,0,0
8342,220,0
8346,195,0
8350,0,0
8354,0,0
8358,133,0
8362,261,0
8366,32,0
8370,0,0
8374,80,0
8378,256,0
8382,78,0
8386,0,0
8390,14,0
8394,253,0
8398,101,0
8402,0,0
8406,0,0
8410,255,0
8414,151,0
8418,0,0
8422,0,0
8426,272,0
8430,210,0
8434,0,0
8438,0,0
8442,236,0
8446,244,0
8450,0,0
8454,0,0
8458,142,0
8462,252,0
8466,0,0
8470,0,0
8474,121,0
8478,244,0
8482,1,0
8486,0,0
8490,35,0
8494,178,0
8498,2,0
8502,0,0
8506,13,0
8510,277,0
8514,109,0
8518,0,0
8522,0,0
8526,267,0
8530,228,0
8534,0,0
8538,0,0
8542,235,0
8546,298,0
8550,0,0
8554,0,0
8558,174,0
8562,389,0
8566,3,0
8570,0,0
8574,125,0
8578,410,0
8582,14,0
8586,0,0
8590,75,0
8594,370,0
8598,59,0
8602,0,0
8606,36,0
8610,330,0
8614,82,0
8618,0,0
8622,5,0
8626,209,0
8630,107,0
8634,0,0
8638,0,0
8642,179,0
8646,177,0
8650,0,0
8654,0,0
8658,111,0
8662,267,0
8666,23,0
8670,0,0
8674,63,0
8678,319,0
8682,74,0
8686,0,0
8690,60,0
8694,315,0
8698,105,0
8702,0,0
8706,24,0
8710,331,0
8714,142,0
8718,0,0
8722,13,0
8726,291,0
8730,143,0
8734,0,0
8738,0,0
8742,258,0
8746,206,0
8750,0,0
8754,0,0
8758,94,0
8762,341,0
8766,57,0
8770,0,0
8774,150,0
8778,478,0
8782,174,0
8786,0,0
8790,98,0
8794,438,0
8798,238,0
8802,0,0
8806,22,0
8810,444,0
8814,241,0
8818,0,0
8822,0,0
8826,408,0
8830,280,0
8834,0,0
8838,0,0
8842,370,0
8846,326,0
8850,0,0
8854,0,0
8858,281,0
8862,380,0
8866,2,0
8870,0,0
8874,178,0
8878,403,0
8882,50,0
8886,0,0
8890,122,0
8894,348,0
8898,125,0
8902,0,0
8906,23,0
8910,355,0
8914,210,0
8918,0,0
8922,0,0
8926,343,0
8930,284,0
8934,0,0
8938,0,0
8942,311,0
8946,356,0
8950,0,0
8954,0,0
8958,272,0
8962,422,0
8966,1,0
8970,0,0
8974,174,0
8978,469,0
8982,36,0
8986,0,0
8990,135,0
8994,354,0
8998,100,0
9002,0,0
9006,70,0
9010,345,0
9014,119,0
9018,1,0
9022,34,0
9026,322,0
9030,195,0
9034,0,0
9038,1,0
9042,287,0
9046,317,0
9050,0,0
9054,0,0
9058,211,0
9062,400,0
9066,58,0
9070,0,0
9074,115,0
9078,466,0
9082,88,0
9086,0,0
9090,99,0
9094,432,0
9098,115,0
9102,0,0
9106,44,0
9110,417,0
9114,138,0
9118,0,0
9122,29,0
9126,379,0
9130,177,0
9134,0,0
9138,5,0
9142,309,0
9146,224,0
9150,0,0
9154,0,0
9158,214,0
9162,304,0
9166,22,0
9170,0,0
9174,97,0
9178,387,0
9182,93,0
9186,0,0
9190,60,0
9194,392,0
9198,158,0
9202,0,0
9206,10,0
9210,399,0
9214,209,0
9218,0,0
9222,3,0
9226,385,0
9230,215,0
9234,0,0
9238,4,0
9242,331,0
9246,267,0
9250,0,0
9254,0,0
9258,276,0
9262,287,0
9266,0,0
9270,0,0
9274,148,0
9278,361,0
9282,16,0
9286,0,0
9290,89,0
9294,360,0
9298,111,0
9302,0,0
9306,15,0
9310,327,0
9314,197,0
9318,0,0
9322,0,0
9326,327,0
9330,243,0
9334,0,0
9338,0,0
9342,328,0
9346,342,0
9350,0,0
9354,0,0
9358,297,0
9362,398,0
9366,0,0
9370,0,0
9374,199,0
9378,455,0
9382,10,0
9386,0,0
9390,131,0
9394,395,0
9398,53,0
9402,0,0
9406,88,0
9410,342,0
9414,113,0
9418,0,0
9422,35,0
9426,314,0
9430,163,0
9434,0,0
9438,0,0
9442,283,0
9446,270,0
9450,0,0
9454,0,0
9458,231,0
9462,366,0
9466,0,0
9470,0,0
9474,113,0
9478,443,0
9482,33,0
9486,0,0
9490,105,0
9494,427,0
9498,66,0
9502,0,0
9506,65,0
9510,388,0
9514,94,0
9518,0,0
9522,31,0
9526,375,0
9530,145,0
9534,0,0
9538,12,0
9542,322,0
9546,228,0
9550,0,0
9554,0,0
9558,244,0
9562,288,0
9566,0,0
9570,0,0
9574,124,0
9578,380,0
9582,52,0
9586,0,0
9590,76,0
9594,397,0
9598,108,0
9602,0,0
9606,8,0
9610,383,0
9614,170,0
9618,0,0
9622,0,0
9626,374,0
9630,182,0
9634,0,0
9638,4,0
9642,372,0
9646,252,0
9650,0,0
9654,0,0
9658,344,0
9662,299,0
9666,0,0
9670,0,0
9674,211,0
9678,383,0
9682,22,0
9686,0,0
9690,115,0
9694,388,0
9698,99,0
9702,0,0
9706,39,0
9710,334,0
9714,200,0
9718,0,0
9722,0,0
9726,323,0
9730,200,0
9734,0,0
9738,0,0
9742,319,0
9746,261,0
9750,0,0
9754,0,0
9758,297,0
9762,316,0
9766,0,0
9770,0,0
9774,199,0
9778,393,0
9782,0,0
9786,0,0
9790,138,0
9794,385,0
9798,9,0
9802,0,0
9806,89,0
9810,317,0
9814,73,0
9818,0,0
9822,22,0
9826,324,0
9830,197,0
9834,0,0
9838,0,0
9842,281,0
9846,291,0
9850,0,0
9854,0,0
9858,271,0
9862,424,0
9866,220,0
9870,85,0
9874,442,0
9878,647,0
9882,296,0
9886,49,0
9890,338,0
9894,674,0
9898,327,0
9902,116,0
9906,375,0
9910,587,0
9914,325,0
9918,114,0
9922,276,0
9926,505,0
9930,322,0
9934,123,0
9938,212,0
9942,419,0
9946,325,0
9950,126,0
9954,82,0
9958,348,0
9962,350,0
9966,143,0
9970,15,0
9974,203,0
9978,418,0
9982,208,0
9986,8,0
9990,105,0
9994,434,0
9998,202,0
10002,0,0
10006,42,0
10010,356,0
10014,216,0
10018,0,0
10238,102,0
10242,283,0
10246,253,0
10250,17,0
10254,0,0
10258,278,0
10262,330,0
10266,10,0
10270,0,0
10274,228,0
10278,358,0
10282,74,0
10286,0,0
10290,129,0
10294,357,0
10298,2,0
10302,0,0
10306,89,0
10310,294,0
10314,30,0
10318,0,0
10322,44,0
10326,220,0
10330,33,0
10334,0,0
10338,25,0
10342,196,0
10346,50,0
10350,0,0
10354,4,0
10358,188,0
10362,164,0
10366,0,0
10370,0,0
10374,120,0
10378,244,0
10382,28,0
10386,0,0
10390,34,0
10394,314,0
10398,45,0
10402,0,0
10406,50,0
10410,312,0
10414,33,0
10418,0,0
10422,33,0
10426,270,0
10430,52,0
10434,0,0
10438,5,0
10442,260,0
10446,54,0
10450,0,0
10454,0,0
10458,219,0
10462,151,0
10466,0,0
10470,0,0
10474,146,0
10478,162,0
10482,4,0
10486,0,0
10490,25,0
10494,212,0
10498,21,0
10502,0,0
10506,8,0
10510,211,0
10514,73,0
10518,0,0
10522,0,0
10526,233,0
10530,121,0
10534,0,0
10538,0,0
10542,258,0
10546,144,0
10550,0,0
10554,0,0
10558,246,0
10562,189,0
10566,0,0
10570,0,0
10574,200,0
10578,184,0
10582,0,0
10586,0,0
10590,111,0
10594,224,0
10598,0,0
10602,0,0
10606,86,0
10610,189,0
10614,14,0
10618,0,0
10622,13,0
10626,161,0
10630,80,0
10634,0,0
10638,0,0
10642,171,0
10646,116,0
10650,0,0
10654,0,0
10658,167,0
10662,190,0
10666,0,0
10670,0,0
10674,170,0
10678,243,0
10682,4,0
10686,0,0
10690,112,0
10694,299,0
10698,0,0
10702,0,0
10706,81,0
10710,279,0
10714,1,0
10718,0,0
10722,54,0
10726,212,0
10730,22,0
10734,0,0
10738,12,0
10742,201,0
10746,56,0
10750,0,0
10754,20,0
10758,190,0
10762,145,0
10766,0,0
10770,0,0
10774,145,0
10778,186,0
10782,5,0
10786,0,0
10790,44,0
10794,291,0
10798,67,0
10802,0,0
10806,16,0
10810,300,0
10814,81,0
10818,0,0
10822,9,0
10826,250,0
10830,94,0
10834,0,0
10838,3,0
10842,269,0
10846,82,0
10850,0,0
10854,9,0
10858,213,0
10862,48,0
10866,0,0
10870,0,0
10874,186,0
10878,96,0
10882,0,0
10886,0,0
10890,66,0
10894,137,0
10898,27,0
10902,0,0
10906,34,0
10910,152,0
10914,43,0
10918,0,0
10922,5,0
10926,128,0
10930,62,0
10934,0,0
10938,0,0
10942,182,0
10946,95,0
10950,0,0
10954,0,0
10958,212,0
10962,153,0
10966,0,0
10970,0,0
10974,209,0
10978,181,0
10982,0,0
10986,0,0
10990,139,0
10994,239,0
10998,19,0
11002,0,0
11006,129,0
11010,234,0
11014,52,0
11018,0,0
11022,104,0
11026,192,0
11030,107,0
11034,15,0
11038,78,0
11042,237,0
11046,157,0
11050,33,0
11054,40,0
11058,208,0
11062,176,0
11066,19,0
11070,0,0
11074,201,0
11078,202,0
11082,23,0
11086,0,0
11090,126,0
11094,248,0
11098,12,0
11102,0,0
11106,89,0
11110,252,0
11114,0,0
11118,0,0
11122,63,0
11126,198,0
11130,14,0
11134,0,0
11138,78,0
11142,213,0
11146,37,0
11150,0,0
11154,80,0
11158,138,0
11162,0,0
11166,0,0
11170,7,0
11174,105,0
11178,4,0
11182,0,0
11186,0,0
11190,41,0
11194,85,0
11198,11,0
11202,0,0
11206,23,0
11210,154,0
11214,0,0
11218,0,0
11222,24,0
11226,110,0
11230,5,0
11234,0,0
11238,44,0
11242,178,0
11246,0,0
11250,0,0
11254,67,0
11258,204,0
11262,0,0
11266,0,0
11270,21,0
11274,218,0
11278,5,0
11282,0,0
11286,5,0
11290,128,0
11294,56,0
11298,3,0
11302,0,0
11306,75,0
11310,97,0
11314,0,0
11318,0,0
11322,24,0
11326,53,0
11330,1,0
11334,0,0
11338,5,0
11342,143,0
11346,12,0
11350,0,0
11354,0,0
11358,182,0
11362,26,0
11366,0,0
11370,0,0
11374,224,0
11378,90,0
11382,0,0
11386,0,0
11390,190,0
11394,113,0
11398,0,0
11402,0,0
11406,146,0
11410,121,0
11414,0,0
11418,0,0
11422,144,0
11426,105,0
11430,0,0
11434,0,0
11438,93,0
11442,160,0
11446,45,0
11450,0,0
11454,2,0
11458,227,0
11462,145,0
11466,0,0
11470,0,0
11474,213,0
11478,250,0
11482,0,0
11486,0,0
11490,172,0
11494,318,0
11498,0,0
11502,0,0
11506,107,0
11510,379,0
11514,0,0
11518,0,0
11522,95,0
11526,377,0
11530,20,0
11534,0,0
11538,68,0
11542,287,0
11546,87,0
11550,0,0
11554,39,0
11558,260,0
11562,94,0
11566,0,0
11570,6,0
11574,226,0
11578,165,0
11582,0,0
11586,0,0
11590,164,0
11594,285,0
11598,13,0
11602,0,0
11606,53,0
11610,363,0
11614,47,0
11618,0,0
11622,13,0
11626,363,0
11630,64,0
11634,0,0
11638,17,0
11642,322,0
11646,93,0
11650,0,0
11654,46,0
11658,249,0
11662,3,0
11666,0,0
11670,22,0
11674,218,0
11678,55,0
11682,0,0
11686,7,0
11690,169,0
11694,63,0
11698,0,0
11702,0,0
11706,47,0
11710,138,0
11714,0,0
11718,0,0
11722,38,0
11726,121,0
11730,9,0
11734,0,0
11738,5,0
11742,139,0
11746,37,0
11750,0,0
11754,0,0
11758,204,0
11762,74,0
11766,0,0
11770,0,0
11774,229,0
11778,129,0
11782,0,0
11786,0,0
11790,196,0
11794,111,0
11798,0,0
11802,0,0
11806,123,0
11810,154,0
11814,0,0
11818,0,0
11822,108,0
11826,133,0
11830,2,0
11834,0,0
11838,61,0
11842,138,0
11846,29,0
11850,0,0
11854,6,0
11858,124,0
11862,0,0
11866,0,0
11870,0,0
11874,193,0
11878,207,0
11882,0,0
11886,0,0
11890,191,0
11894,240,0
11898,0,0
11902,0,0
11906,109,0
11910,313,0
11914,2,0
11918,0,0
11922,88,0
11926,274,0
11930,0,0
11934,0,0
11938,48,0
11942,200,0
11946,32,0
11950,0,0
11954,29,0
11958,192,0
11962,52,0
11966,0,0
11970,19,0
11974,186,0
11978,132,0
11982,0,0
11986,0,0
11990,154,0
11994,214,0
11998,2,0
12002,0,0
12006,62,0
12010,304,0
12014,63,0
12018,0,0
12022,30,0
12026,304,0
12030,41,0
12034,0,0
12038,29,0
12042,270,0
12046,66,0
12050,0,0
12054,14,0
12058,268,0
12062,64,0
12066,0,0
12070,7,0
12074,237,0
12078,112,0
12082,0,0
12086,0,0
12090,198,0
12094,145,0
12098,2,0
12102,0,0
12106,72,0
12110,203,0
12114,66,0
12118,0,0
12122,16,0
12126,216,0
12130,84,0
12134,0,0
