#device=ESP32+AD8232
#cols=t_ms,adc,lead_off
572186,0,0
572190,0,0
572194,167,0
572198,473,0
572202,126,0
572206,0,0
572210,47,0
572214,550,0
572218,222,0
572222,0,0
572226,0,0
572230,514,0
572234,301,0
572238,0,0
572242,0,0
572246,450,0
572250,421,0
572254,0,0
572258,0,0
572262,413,0
572266,470,0
572270,0,0
572274,0,0
572278,355,0
572282,481,0
572286,0,0
572290,0,0
572294,268,0
572298,527,0
572302,97,0
572306,0,0
572310,103,0
572314,541,0
572318,207,0
572322,0,0
572326,14,0
572330,513,0
572334,315,0
572338,0,0
572342,0,0
572346,460,0
572350,436,0
572354,4,0
572358,0,0
572362,398,0
572366,513,0
572370,0,0
572374,0,0
572378,379,0
572382,575,0
572386,0,0
572390,0,0
572394,291,0
572398,630,0
572402,92,0
572406,0,0
572410,137,0
572414,609,0
572418,213,0
572422,0,0
572426,78,0
572430,564,0
572434,295,0
572438,0,0
572442,1,0
572446,475,0
572450,420,0
572454,0,0
572458,0,0
572462,425,0
572466,511,0
572470,0,0
572474,0,0
572478,353,0
572482,572,0
572486,29,0
572490,0,0
572494,276,0
572498,609,0
572502,95,0
572506,0,0
572510,148,0
572514,642,0
572518,204,0
572522,0,0
572526,73,0
572530,614,0
572534,252,0
572538,0,0
572542,10,0
572546,466,0
572550,338,0
572554,0,0
572558,0,0
572562,414,0
572566,392,0
572570,0,0
572574,0,0
572578,344,0
572582,453,0
572586,0,0
572590,0,0
572594,246,0
572598,542,0
572602,91,0
572606,0,0
572610,112,0
572614,585,0
572618,219,0
572622,0,0
572626,58,0
572630,601,0
572634,242,0
572638,0,0
572642,12,0
572646,504,0
572650,281,0
572654,0,0
572658,4,0
572662,448,0
572666,339,0
572670,0,0
572674,0,0
572678,343,0
572682,353,0
572686,0,0
572690,3,0
572694,253,0
572698,430,0
572702,34,0
572706,0,0
572710,107,0
572714,496,0
572718,165,0
572722,0,0
572726,15,0
572730,535,0
572734,211,0
572738,0,0
572742,7,0
572746,465,0
572750,248,0
572754,0,0
572758,0,0
572762,461,0
572766,316,0
572770,0,0
572774,0,0
572778,402,0
572782,357,0
572786,0,0
572790,0,0
572794,297,0
572798,385,0
572802,9,0
572806,0,0
572810,149,0
572814,462,0
572818,154,0
572822,0,0
572826,22,0
572830,522,0
572834,198,0
572838,0,0
572842,0,0
572846,505,0
572850,259,0
572854,0,0
572858,0,0
572862,417,0
572866,313,0
572870,0,0
572874,0,0
572878,413,0
572882,339,0
572886,0,0
572890,0,0
572894,327,0
572898,376,0
572902,8,0
572906,0,0
572910,217,0
572914,440,0
572918,127,0
572922,0,0
572926,44,0
572930,460,0
572934,179,0
572938,0,0
572942,0,0
572946,429,0
572950,250,0
572954,0,0
572958,0,0
572962,386,0
572966,336,0
572970,0,0
572974,0,0
572978,381,0
572982,375,0
572986,0,0
572990,0,0
572994,351,0
572998,400,0
573002,0,0
573006,0,0
573010,248,0
573014,406,0
573018,19,0
573022,0,0
573026,121,0
573030,424,0
573034,95,0
573038,0,0
573042,29,0
573046,409,0
573050,198,0
573054,0,0
573058,22,0
573062,342,0
573066,274,0
573070,0,0
573074,0,0
573078,317,0
573082,341,0
573086,0,0
573090,0,0
573094,311,0
573098,385,0
573102,1,0
573106,0,0
573110,259,0
573114,427,0
573118,2,0
573122,0,0
573126,117,0
573130,437,0
573134,97,0
573138,0,0
573142,69,0
573146,413,0
573150,130,0
573154,0,0
573158,17,0
573162,350,0
573166,211,0
573170,0,0
573174,0,0
573178,325,0
573182,313,0
573186,0,0
573190,0,0
573194,268,0
573198,351,0
573202,13,0
573206,0,0
573210,216,0
573214,416,0
573218,8,0
573222,0,0
573226,133,0
573230,453,0
573234,88,0
573238,0,0
573242,74,0
573246,455,0
573250,120,0
573254,0,0
573258,27,0
573262,355,0
573266,170,0
573270,0,0
573274,0,0
573278,325,0
573282,253,0
573286,0,0
573290,0,0
573294,282,0
573298,312,0
573302,0,0
573306,0,0
573310,219,0
573314,392,0
573318,6,0
573322,0,0
573326,108,0
573330,450,0
573334,101,0
573338,0,0
573342,55,0
573346,492,0
573350,110,0
573354,0,0
573358,11,0
573362,398,0
573366,169,0
573370,0,0
573374,0,0
573378,359,0
573382,228,0
573386,0,0
573390,0,0
573394,292,0
573398,276,0
573402,0,0
573406,0,0
573410,224,0
573414,353,0
573418,0,0
573422,0,0
573426,121,0
573430,439,0
573434,89,0
573438,0,0
573442,15,0
573446,474,0
573450,151,0
573454,0,0
573458,16,0
573462,471,0
573466,171,0
573470,0,0
573474,0,0
573478,415,0
573482,221,0
573486,0,0
573490,0,0
573494,340,0
573498,274,0
573502,0,0
573506,10,0
573510,253,0
573514,318,0
573518,0,0
573522,0,0
573526,165,0
573530,395,0
573534,102,0
573538,0,0
573542,38,0
573546,455,0
573550,156,0
573554,0,0
573558,0,0
573562,432,0
573566,198,0
573570,0,0
573574,0,0
573578,367,0
573582,262,0
573586,0,0
573590,0,0
573594,361,0
573598,270,0
573602,0,0
573606,0,0
573610,291,0
573614,321,0
573618,0,0
573622,0,0
573626,187,0
573630,368,0
573634,75,0
573638,0,0
573642,33,0
573646,433,0
573650,150,0
573654,0,0
573658,0,0
573662,437,0
573666,211,0
573670,0,0
573674,0,0
573678,409,0
573682,296,0
573686,0,0
573690,0,0
573694,362,0
573698,289,0
573702,0,0
573706,0,0
573710,311,0
573714,309,0
573718,0,0
573722,0,0
573726,260,0
573730,359,0
573734,11,0
573738,0,0
573742,87,0
573746,376,0
573750,147,0
573754,0,0
573758,12,0
573762,391,0
573766,174,0
573770,0,0
573774,0,0
573778,346,0
573782,248,0
573786,0,0
573790,0,0
573794,361,0
573798,341,0
573802,0,0
573806,0,0
573810,327,0
573814,359,0
573818,0,0
573822,0,0
573826,266,0
573830,370,0
573834,0,0
573838,0,0
573842,148,0
573846,396,0
573850,76,0
573854,0,0
573858,74,0
573862,415,0
573866,125,0
573870,0,0
573874,3,0
573878,321,0
573882,237,0
573886,0,0
573890,0,0
573894,321,0
573898,312,0
573902,0,0
573906,0,0
573910,295,0
573914,353,0
573918,0,0
573922,0,0
573926,265,0
573930,410,0
573934,0,0
573938,0,0
573942,166,0
573946,465,0
573950,75,0
573954,0,0
573958,77,0
573962,424,0
573966,150,0
573970,0,0
573974,42,0
573978,341,0
573982,177,0
573986,0,0
573990,0,0
573994,338,0
573998,268,0
574002,0,0
574006,0,0
574010,276,0
574014,336,0
574018,0,0
574022,0,0
574026,243,0
574030,393,0
574034,0,0
574038,0,0
574042,180,0
574046,449,0
574050,59,0
574054,0,0
574058,83,0
574062,466,0
574066,96,0
574070,0,0
574074,54,0
574078,425,0
574082,132,0
574086,0,0
574090,1,0
574094,337,0
574098,213,0
574102,0,0
574106,0,0
574110,289,0
574114,316,0
574118,0,0
574122,0,0
574126,230,0
574130,360,0
574134,0,0
574138,0,0
574142,149,0
574146,423,0
574150,86,0
574154,0,0
574158,55,0
574162,452,0
574166,97,0
574170,0,0
574174,30,0
574178,425,0
574182,130,0
574186,0,0
574190,2,0
574194,409,0
574198,194,0
574202,0,0
574206,0,0
574210,304,0
574214,254,0
574218,0,0
574222,0,0
574226,263,0
574230,295,0
574234,0,0
574238,0,0
574242,167,0
574246,382,0
574250,62,0
574254,0,0
574258,44,0
574262,438,0
574266,136,0
574270,0,0
574274,4,0
574278,439,0
574282,166,0
574286,0,0
574290,4,0
574294,367,0
574298,193,0
574302,0,0
574306,0,0
574310,352,0
574314,245,0
574318,0,0
574322,0,0
574326,292,0
574330,278,0
574334,0,0
574338,0,0
574342,210,0
574346,323,0
574350,33,0
574354,0,0
574358,67,0
574362,379,0
574366,130,0
574370,0,0
574374,21,0
574378,411,0
574382,143,0
574386,0,0
574390,0,0
574394,380,0
574398,260,0
574402,0,0
574406,0,0
574410,364,0
574414,300,0
574418,0,0
574422,2,0
574426,307,0
574430,289,0
574434,0,0
574438,0,0
574442,248,0
574446,315,0
574450,0,0
574454,0,0
574458,108,0
574462,359,0
574466,119,0
574470,0,0
574474,6,0
574478,389,0
574482,174,0
574486,0,0
574490,0,0
574494,342,0
574498,186,0
574502,0,0
574506,0,0
574510,360,0
574514,290,0
574518,0,0
574522,0,0
574526,324,0
574530,307,0
574534,0,0
574538,0,0
574542,281,0
574546,338,0
574550,3,0
574554,0,0
574558,145,0
574562,344,0
574566,56,0
574570,0,0
574574,47,0
574578,390,0
574582,115,0
574586,0,0
574590,3,0
574594,328,0
574598,201,0
574602,0,0
574606,0,0
574610,323,0
574614,275,0
574618,0,0
574622,0,0
574626,309,0
574630,322,0
574634,0,0
574638,0,0
574642,277,0
574646,376,0
574650,0,0
574654,0,0
574658,194,0
574662,394,0
574666,40,0
574670,0,0
574674,88,0
574678,443,0
574682,60,0
574686,0,0
574690,48,0
574694,388,0
574698,141,0
574702,0,0
574706,1,0
574710,315,0
574714,266,0
574718,0,0
574722,0,0
574726,276,0
574730,308,0
574734,0,0
574738,0,0
574742,237,0
574746,355,0
574750,0,0
574754,0,0
574758,194,0
574762,422,0
574766,31,0
574770,0,0
574774,91,0
574778,450,0
574782,81,0
574786,0,0
574790,47,0
574794,395,0
574798,114,0
574802,0,0
574806,39,0
574810,326,0
574814,181,0
574818,0,0
574822,0,0
574826,288,0
574830,258,0
574834,0,0
574838,0,0
574842,244,0
574846,333,0
574850,0,0
574854,0,0
574858,174,0
574862,398,0
574866,52,0
574870,0,0
574874,62,0
574878,434,0
574882,97,0
574886,0,0
574890,34,0
574894,446,0
574898,126,0
574902,0,0
574906,3,0
574910,365,0
574914,168,0
574918,0,0
574922,0,0
574926,319,0
574930,223,0
574934,0,0
574938,0,0
574942,228,0
574946,285,0
574950,0,0
574954,0,0
574958,160,0
574962,348,0
574966,28,0
574970,0,0
574974,91,0
574978,407,0
574982,138,0
574986,0,0
574990,11,0
574994,455,0
574998,145,0
575002,0,0
575006,6,0
575010,417,0
575014,190,0
575018,0,0
575022,0,0
575026,351,0
575030,249,0
575034,0,0
575038,0,0
575042,309,0
575046,257,0
575050,0,0
575054,0,0
575058,211,0
575062,314,0
575066,4,0
575070,0,0
575074,84,0
575078,364,0
575082,124,0
575086,0,0
575090,4,0
575094,414,0
575098,184,0
575102,0,0
575106,0,0
575110,364,0
575114,229,0
575118,0,0
575122,0,0
575126,364,0
575130,245,0
575134,0,0
575138,0,0
575142,338,0
575146,256,0
575150,0,0
575154,0,0
575158,275,0
575162,307,0
575166,0,0
575170,0,0
575174,157,0
575178,327,0
575182,90,0
575186,0,0
575190,58,0
575194,382,0
575198,130,0
575202,0,0
575206,0,0
575210,382,0
575214,227,0
575218,0,0
575222,0,0
575226,373,0
575230,285,0
575234,0,0
575238,0,0
575242,339,0
575246,330,0
575250,0,0
575254,0,0
575258,290,0
575262,355,0
575266,0,0
575270,0,0
575274,216,0
575278,396,0
575282,27,0
575286,0,0
575290,96,0
575294,408,0
575298,70,0
575302,0,0
575306,17,0
575310,377,0
575314,179,0
575318,0,0
575322,0,0
575326,313,0
575330,257,0
575334,0,0
575338,0,0
575342,284,0
575346,291,0
575350,0,0
575354,0,0
575358,277,0
575362,376,0
575366,0,0
575370,0,0
575374,201,0
575378,412,0
575382,10,0
575386,0,0
575390,88,0
575394,424,0
575398,68,0
575402,0,0
575406,60,0
575410,392,0
575414,102,0
575418,0,0
575422,12,0
575426,312,0
575430,176,0
575434,0,0
575438,0,0
575442,279,0
575446,261,0
575450,0,0
575454,0,0
575458,245,0
575462,326,0
575466,0,0
575470,0,0
575474,175,0
575478,386,0
575482,32,0
575486,0,0
575490,54,0
575494,398,0
575498,111,0
575502,0,0
575506,39,0
575510,437,0
575514,111,0
575518,0,0
575522,18,0
575526,368,0
575530,169,0
575534,0,0
575538,0,0
575542,312,0
575546,233,0
575550,0,0
575554,0,0
575558,269,0
575562,255,0
575566,0,0
575570,0,0
575574,200,0
575578,333,0
575582,17,0
575586,0,0
575590,63,0
575594,396,0
575598,125,0
575602,0,0
575606,9,0
575610,438,0
575614,157,0
575618,0,0
575622,7,0
575626,359,0
575630,187,0
575634,0,0
575638,0,0
575642,366,0
575646,229,0
575650,0,0
575654,0,0
575658,330,0
575662,259,0
575666,0,0
575670,0,0
575674,238,0
575678,309,0
575682,0,0
575686,0,0
575690,116,0
575694,353,0
575698,107,0
575702,0,0
575706,4,0
575710,386,0
575714,132,0
575718,0,0
575722,0,0
575726,344,0
575730,219,0
575734,0,0
575738,0,0
575742,374,0
575746,276,0
575750,0,0
575754,0,0
575758,322,0
575762,279,0
575766,0,0
575770,0,0
575774,266,0
575778,311,0
575782,0,0
575786,0,0
575790,181,0
575794,332,0
575798,28,0
575802,0,0
575806,47,0
575810,390,0
575814,100,0
575818,0,0
575822,13,0
575826,373,0
575830,185,0
575834,0,0
575838,0,0
575842,301,0
575846,262,0
575850,0,0
575854,0,0
575858,304,0
575862,306,0
575866,0,0
575870,0,0
575874,274,0
575878,338,0
575882,0,0
575886,0,0
575890,215,0
575894,403,0
575898,17,0
575902,0,0
575906,88,0
575910,421,0
575914,75,0
575918,0,0
575922,48,0
575926,361,0
575930,118,0
575934,0,0
575938,10,0
575942,298,0
575946,207,0
575950,0,0
575954,0,0
575958,272,0
575962,279,0
575966,0,0
575970,0,0
575974,240,0
575978,325,0
575982,0,0
575986,0,0
575990,190,0
575994,392,0
575998,47,0
576002,0,0
576006,81,0
576010,436,0
576014,79,0
576018,0,0
576022,56,0
576026,436,0
576030,108,0
576034,0,0
576038,8,0
576042,363,0
576046,177,0
576050,0,0
576054,17,0
576058,275,0
576062,236,0
576066,0,0
576070,0,0
576074,260,0
576078,271,0
576082,0,0
576086,0,0
576090,193,0
576094,347,0
576098,30,0
576102,0,0
576106,66,0
576110,428,0
576114,129,0
576118,0,0
576122,12,0
576126,446,0
576130,159,0
576134,0,0
576138,4,0
576142,372,0
576146,199,0
576150,0,0
576154,0,0
576158,372,0
576162,227,0
576166,0,0
576170,0,0
576174,316,0
576178,253,0
576182,0,0
576186,0,0
576190,240,0
576194,335,0
576198,2,0
576202,0,0
576206,88,0
576210,369,0
576214,142,0
576218,0,0
576222,10,0
576226,430,0
576230,176,0
576234,0,0
576238,0,0
576242,365,0
576246,229,0
576250,0,0
576254,8,0
576258,373,0
576262,280,0
576266,0,0
576270,0,0
576274,339,0
576278,313,0
576282,0,0
576286,0,0
576290,249,0
576294,325,0
576298,0,0
576302,0,0
576306,172,0
576310,374,0
576314,67,0
576318,0,0
576322,55,0
576326,404,0
576330,138,0
576334,0,0
576338,0,0
576342,355,0
576346,197,0
576350,0,0
576354,0,0
576358,345,0
576362,271,0
576366,0,0
576370,0,0
576374,321,0
576378,310,0
576382,0,0
576386,0,0
576390,283,0
576394,353,0
576398,0,0
576402,0,0
576406,206,0
576410,387,0
576414,26,0
576418,0,0
576422,83,0
576426,396,0
576430,60,0
576434,0,0
576438,41,0
576442,370,0
576446,145,0
576450,0,0
576454,3,0
576458,308,0
576462,231,0
576466,0,0
576470,0,0
576474,273,0
576478,299,0
576482,0,0
576486,0,0
576490,253,0
576494,349,0
576498,0,0
576502,0,0
576506,208,0
576510,401,0
576514,15,0
576518,0,0
576522,94,0
576526,435,0
576530,100,0
576534,0,0
576538,78,0
576542,403,0
576546,109,0
576550,0,0
576554,3,0
576558,321,0
576562,206,0
576566,0,0
576570,0,0
576574,256,0
576578,279,0
576582,0,0
576586,0,0
576590,244,0
576594,306,0
576598,0,0
576602,0,0
576606,194,0
576610,396,0
576614,40,0
576618,0,0
576622,73,0
576626,425,0
576630,140,0
576634,0,0
576638,49,0
576642,432,0
576646,110,0
576650,0,0
576654,37,0
576658,365,0
576662,182,0
576666,0,0
576670,0,0
576674,322,0
576678,228,0
576682,0,0
576686,0,0
576690,274,0
576694,268,0
576698,0,0
576702,0,0
576706,198,0
576710,333,0
576714,4,0
576718,0,0
576722,67,0
576726,400,0
576730,137,0
576734,0,0
576738,13,0
576742,412,0
576746,150,0
576750,0,0
576754,1,0
576758,352,0
576762,194,0
576766,0,0
576770,0,0
576774,368,0
576778,232,0
576782,0,0
576786,0,0
576790,332,0
576794,256,0
576798,0,0
576802,0,0
576806,251,0
576810,305,0
576814,0,0
576818,0,0
576822,124,0
576826,352,0
576830,102,0
576834,0,0
576838,18,0
576842,381,0
576846,147,0
576850,0,0
576854,7,0
576858,336,0
576862,203,0
576866,0,0
576870,0,0
576874,367,0
576878,250,0
576882,0,0
576886,0,0
576890,321,0
576894,285,0
576898,0,0
576902,0,0
576906,300,0
576910,315,0
576914,0,0
576918,0,0
576922,196,0
576926,353,0
576930,40,0
576934,0,0
576938,59,0
576942,391,0
576946,81,0
576950,0,0
576954,24,0
576958,370,0
576962,163,0
576966,0,0
576970,0,0
576974,301,0
576978,217,0
576982,0,0
576986,0,0
576990,282,0
576994,283,0
576998,0,0
577002,0,0
577006,267,0
577010,359,0
577014,0,0
577018,0,0
577022,202,0
577026,355,0
577030,19,0
577034,0,0
577038,127,0
577042,402,0
577046,55,0
577050,0,0
577054,40,0
577058,342,0
577062,153,0
577066,0,0
577070,3,0
577074,304,0
577078,203,0
577082,0,0
577086,0,0
577090,268,0
577094,263,0
577098,0,0
577102,0,0
577106,224,0
577110,324,0
577114,0,0
577118,0,0
577122,179,0
577126,389,0
577130,32,0
577134,0,0
577138,87,0
577142,419,0
577146,72,0
577150,0,0
577154,53,0
577158,426,0
577162,117,0
577166,0,0
577170,9,0
577174,337,0
577178,173,0
577182,0,0
577186,0,0
577190,287,0
577194,221,0
577198,0,0
577202,0,0
577206,247,0
577210,266,0
577214,0,0
577218,0,0
577222,185,0
577226,317,0
577230,25,0
577234,0,0
577238,62,0
577242,406,0
577246,135,0
577250,0,0
577254,20,0
577258,420,0
577262,143,0
577266,0,0
577270,3,0
577274,348,0
577278,185,0
577282,0,0
577286,0,0
577290,359,0
577294,215,0
577298,0,0
577302,0,0
577306,308,0
577310,222,0
577314,0,0
577318,9,0
577322,209,0
577326,297,0
577330,0,0
577334,0,0
577338,86,0
577342,335,0
577346,107,0
577350,0,0
577354,7,0
577358,368,0
577362,157,0
577366,0,0
577370,0,0
577374,330,0
577378,207,0
577382,0,0
577386,0,0
577390,355,0
577394,274,0
577398,0,0
577402,0,0
577406,322,0
577410,296,0
577414,0,0
577418,0,0
577422,271,0
577426,318,0
577430,0,0
577434,0,0
577438,180,0
577442,352,0
577446,44,0
577450,0,0
577454,75,0
577458,385,0
577462,95,0
577466,0,0
577470,35,0
577474,359,0
577478,171,0
577482,0,0
577486,0,0
577490,315,0
577494,266,0
577498,0,0
577502,0,0
577506,268,0
577510,302,0
577514,0,0
577518,0,0
577522,259,0
577526,358,0
577530,0,0
577534,0,0
577538,201,0
577542,411,0
577546,30,0
577550,0,0
577554,90,0
577558,407,0
577562,68,0
577566,0,0
577570,47,0
577574,371,0
577578,106,0
577582,0,0
577586,4,0
577590,296,0
577594,213,0
577598,0,0
577602,0,0
577606,271,0
577610,296,0
577614,8,0
577618,4,0
577622,246,0
577626,325,0
577630,0,0
577634,0,0
577638,162,0
577642,400,0
577646,32,0
577650,0,0
577654,64,0
577658,430,0
577662,79,0
577666,0,0
577670,39,0
577674,449,0
577678,120,0
577682,0,0
577686,4,0
577690,359,0
577694,169,0
577698,0,0
577702,0,0
577706,313,0
577710,220,0
577714,0,0
577718,0,0
577722,252,0
577726,261,0
577730,0,0
577734,0,0
577738,183,0
577742,335,0
577746,43,0
577750,0,0
577754,43,0
577758,395,0
577762,123,0
577766,0,0
577770,4,0
577774,415,0
577778,162,0
577782,0,0
577786,1,0
577790,358,0
577794,192,0
577798,0,0
577802,0,0
577806,347,0
577810,229,0
577814,0,0
577818,0,0
577822,320,0
577826,257,0
577830,0,0
577834,0,0
577838,233,0
577842,308,0
577846,9,0
577850,0,0
577854,100,0
577858,344,0
577862,110,0
577866,0,0
577870,20,0
577874,375,0
577878,165,0
577882,0,0
577886,0,0
577890,317,0
577894,216,0
577898,0,0
577902,0,0
577906,341,0
577910,281,0
577914,0,0
577918,0,0
577922,317,0
577926,294,0
577930,0,0
577934,0,0
577938,269,0
577942,330,0
577946,0,0
577950,0,0
577954,170,0
577958,351,0
577962,46,0
577966,0,0
577970,65,0
577974,379,0
577978,89,0
577982,0,0
577986,21,0
577990,307,0
577994,191,0
577998,0,0
578002,0,0
578006,305,0
578010,255,0
578014,0,0
578018,0,0
578022,274,0
578026,304,0
578030,0,0
578034,0,0
578038,257,0
578042,349,0
578046,0,0
578050,0,0
578054,187,0
578058,395,0
578062,42,0
578066,0,0
578070,73,0
578074,418,0
578078,67,0
578082,0,0
578086,45,0
578090,379,0
578094,128,0
578098,0,0
578102,3,0
578106,314,0
578110,198,0
578114,0,0
578118,0,0
578122,272,0
578126,274,0
578130,0,0
578134,0,0
578138,218,0
578142,331,0
578146,0,0
578150,0,0
578154,168,0
578158,395,0
578162,56,0
578166,0,0
578170,61,0
578174,428,0
578178,76,0
578182,0,0
578186,37,0
578190,408,0
578194,112,0
578198,0,0
578202,9,0
578206,356,0
578210,180,0
578214,0,0
578218,0,0
578222,284,0
578226,217,0
578230,0,0
578234,0,0
578238,239,0
578242,279,0
578246,0,0
578250,0,0
578254,176,0
578258,341,0
578262,51,0
578266,0,0
578270,37,0
578274,407,0
578278,125,0
578282,0,0
578286,33,0
578290,423,0
578294,160,0
578298,0,0
578302,4,0
578306,359,0
578310,180,0
578314,0,0
578318,0,0
578322,346,0
578326,226,0
578330,0,0
578334,0,0
578338,303,0
578342,254,0
578346,0,0
578350,0,0
578354,208,0
578358,310,0
578362,12,0
578366,0,0
578370,76,0
578374,340,0
578378,117,0
578382,0,0
578386,11,0
578390,378,0
578394,158,0
578398,0,0
578402,0,0
578406,340,0
578410,224,0
578414,0,0
578418,0,0
578422,343,0
578426,267,0
578430,0,0
578434,0,0
578438,312,0
578442,286,0
578446,0,0
578450,0,0
578454,269,0
578458,310,0
578462,0,0
578466,0,0
578470,146,0
578474,351,0
578478,57,0
578482,0,0
578486,56,0
578490,399,0
578494,112,0
578498,0,0
578502,0,0
578506,283,0
578510,190,0
578514,0,0
578518,0,0
578522,294,0
578526,264,0
578530,0,0
578534,0,0
578538,294,0
578542,306,0
578546,0,0
578550,0,0
578554,261,0
578558,357,0
578562,0,0
578566,0,0
578570,167,0
578574,403,0
578578,43,0
578582,0,0
578586,77,0
578590,393,0
578594,61,0
578598,0,0
578602,33,0
578606,355,0
578610,125,0
578614,0,0
578618,2,0
578622,320,0
578626,228,0
578630,0,0
578634,0,0
578638,249,0
578642,284,0
578646,0,0
578650,0,0
578654,209,0
578658,346,0
578662,0,0
578666,0,0
578670,164,0
578674,405,0
578678,47,0
578682,0,0
578686,76,0
578690,445,0
578694,92,0
578698,0,0
578702,44,0
578706,416,0
578710,129,0
578714,0,0
578718,3,0
578722,325,0
578726,175,0
578730,0,0
578734,0,0
578738,273,0
578742,219,0
578746,0,0
578750,0,0
578754,235,0
578758,281,0
578762,0,0
578766,0,0
578770,156,0
578774,363,0
578778,74,0
578782,0,0
578786,32,0
578790,418,0
578794,138,0
578798,0,0
578802,9,0
578806,410,0
578810,150,0
578814,0,0
578818,0,0
578822,371,0
578826,191,0
578830,0,0
578834,0,0
578838,338,0
578842,226,0
578846,0,0
578850,0,0
578854,292,0
578858,247,0
578862,0,0
578866,0,0
578870,206,0
578874,310,0
578878,30,0
578882,0,0
578886,58,0
578890,347,0
578894,122,0
578898,0,0
578902,5,0
578906,385,0
578910,158,0
578914,0,0
578918,0,0
578922,331,0
578926,231,0
578930,0,0
578934,0,0
578938,338,0
578942,276,0
578946,0,0
578950,0,0
578954,304,0
578958,288,0
578962,0,0
578966,0,0
578970,252,0
578974,313,0
578978,0,0
578982,0,0
578986,131,0
578990,353,0
578994,63,0
578998,0,0
579002,51,0
579006,371,0
579010,102,0
579014,0,0
579018,4,0
579022,295,0
579026,194,0
579030,0,0
579034,0,0
579038,292,0
579042,271,0
579046,0,0
579050,0,0
579054,268,0
579058,311,0
579062,0,0
579066,0,0
579070,247,0
579074,361,0
579078,0,0
579082,0,0
579086,146,0
579090,406,0
579094,54,0
579098,0,0
579102,86,0
579106,418,0
579110,112,0
579114,0,0
579118,33,0
579122,312,0
579126,123,0
579130,0,0
579134,0,0
579138,312,0
579142,199,0
579146,0,0
579150,0,0
579154,260,0
579158,258,0
579162,0,0
579166,0,0
579170,202,0
579174,343,0
579178,0,0
579182,0,0
579186,106,0
579190,402,0
579194,100,0
579198,0,0
579202,35,0
579206,437,0
579210,85,0
579214,0,0
579218,22,0
579222,434,0
579226,133,0
579230,0,0
579234,0,0
579238,374,0
579242,192,0
579246,0,0
579250,0,0
579254,293,0
579258,229,0
579262,0,0
579266,0,0
579270,228,0
579274,269,0
579278,7,0
579282,0,0
579286,148,0
579290,361,0
579294,76,0
579298,0,0
579302,23,0
579306,398,0
579310,147,0
579314,0,0
579318,0,0
579322,395,0
579326,171,0
579330,0,0
579334,0,0
579338,354,0
579342,218,0
579346,0,0
579350,0,0
579354,344,0
579358,265,0
579362,0,0
579366,0,0
579370,301,0
579374,276,0
579378,0,0
579382,0,0
579386,237,0
579390,325,0
579394,24,0
579398,0,0
579402,78,0
579406,357,0
579410,102,0
579414,0,0
579418,10,0
579422,361,0
579426,156,0
579430,0,0
579434,0,0
579438,309,0
579442,231,0
579446,0,0
579450,0,0
579454,301,0
579458,276,0
579462,0,0
579466,0,0
579470,296,0
579474,327,0
579478,0,0
579482,0,0
579486,239,0
579490,356,0
579494,0,0
579498,0,0
579502,109,0
579506,381,0
579510,62,0
579514,0,0
579518,74,0
579522,366,0
579526,76,0
579530,0,0
579534,10,0
579538,295,0
579542,159,0
579546,0,0
579550,0,0
579554,284,0
579558,251,0
579562,0,0
579566,0,0
579570,213,0
579574,286,0
579578,0,0
579582,0,0
579586,181,0
579590,358,0
579594,5,0
579598,0,0
579602,107,0
579606,405,0
579610,84,0
579614,0,0
579618,58,0
579622,435,0
579626,80,0
579630,0,0
579634,35,0
579638,347,0
579642,145,0
579646,0,0
579650,0,0
579654,333,0
579658,203,0
579662,0,0
579666,0,0
579670,274,0
579674,234,0
579678,0,0
579682,0,0
579686,207,0
579690,297,0
579694,0,0
579698,0,0
579702,97,0
579706,380,0
579710,115,0
579714,0,0
579718,3,0
579722,430,0
579726,135,0
579730,0,0
579734,4,0
579738,363,0
579742,172,0
579746,0,0
579750,0,0
579754,375,0
579758,215,0
579762,0,0
579766,0,0
579770,323,0
579774,235,0
579778,0,0
579782,0,0
579786,278,0
579790,285,0
579794,0,0
579798,0,0
579802,164,0
579806,341,0
579810,74,0
579814,0,0
579818,28,0
579822,368,0
579826,128,0
579830,0,0
579834,0,0
579838,364,0
579842,180,0
579846,0,0
579850,0,0
579854,321,0
579858,238,0
579862,0,0
579866,0,0
579870,319,0
579874,306,0
579878,0,0
579882,0,0
579886,277,0
579890,283,0
579894,0,0
579898,0,0
579902,211,0
579906,341,0
579910,8,0
579914,0,0
579918,76,0
579922,377,0
579926,62,0
579930,0,0
579934,67,0
579938,332,0
579942,120,0
579946,0,0
579950,17,0
579954,295,0
579958,213,0
579962,0,0
579966,0,0
579970,263,0
579974,271,0
579978,0,0
579982,0,0
579986,230,0
579990,326,0
579994,0,0
579998,0,0
580002,197,0
580006,382,0
580010,19,0
580014,0,0
580018,82,0
580022,421,0
580026,80,0
580030,0,0
580034,52,0
580038,425,0
580042,105,0
580046,0,0
580050,4,0
580054,330,0
580058,159,0
580062,0,0
580066,0,0
580070,300,0
580074,209,0
580078,0,0
580082,0,0
580086,259,0
580090,285,0
580094,0,0
580098,0,0
580102,206,0
580106,354,0
580110,18,0
580114,0,0
580118,59,0
580122,387,0
580126,130,0
580130,0,0
580134,5,0
580138,417,0
580142,153,0
580146,0,0
580150,4,0
580154,343,0
580158,194,0
580162,0,0
