#device=ESP32+AD8232
#cols=t_ms,adc,lead_off
6355,4010,1
6359,2114,1
6363,118,0
6367,913,0
6371,4056,1
6375,2777,1
6379,192,0
6383,469,0
6387,4057,1
6391,3348,1
6395,0,0
6399,75,0
6403,3856,1
6407,3766,1
6411,0,0
6415,0,0
6419,2921,1
6423,3905,1
6427,472,0
6431,0,0
6435,2208,1
6439,3970,1
6443,1350,0
6447,0,0
6451,1569,0
6455,3990,1
6459,2077,1
6463,0,0
6467,985,0
6471,4077,1
6475,2756,1
6479,96,0
6483,456,0
6487,4066,1
6491,3330,1
6495,0,0
6499,111,0
6503,3854,1
6507,3777,1
6511,0,0
6515,0,0
6519,2957,1
6523,3914,1
6527,485,0
6531,0,0
6535,2250,1
6539,3976,1
6543,1304,0
6547,0,0
6551,1587,0
6555,4007,1
6559,2044,1
6563,45,0
6567,968,0
6571,4008,1
6575,2732,1
6579,0,0
6583,489,0
6587,4059,1
6591,3307,1
6595,0,0
6599,129,0
6603,3985,1
6607,3769,1
6611,0,0
6615,0,0
6619,3003,1
6623,3859,1
6627,436,0
6631,0,0
6635,2285,1
6639,3976,1
6643,1276,0
6647,0,0
6651,1609,0
6655,4018,1
6659,2004,1
6663,0,0
6667,994,0
6671,4015,1
6675,2692,1
6679,0,0
6683,517,0
6687,4073,1
6691,3272,1
6695,0,0
6699,147,0
6703,3962,1
6707,3756,1
6711,0,0
6715,0,0
6719,3041,1
6723,3899,1
6727,363,0
6731,0,0
6735,2313,1
6739,3961,1
6743,1227,0
6747,0,0
6751,1663,0
6755,3984,1
6759,1972,1
6763,0,0
6767,1020,0
6771,3951,1
6775,2636,1
6779,0,0
6783,553,0
6787,3897,1
6791,3287,1
6795,0,0
6799,182,0
6803,3983,1
6807,3729,1
6811,0,0
6815,0,0
6819,3111,1
6823,3901,1
6827,284,0
6831,0,0
6835,2368,1
6839,3959,1
6843,1195,0
6847,0,0
6851,1686,0
6855,3972,1
6859,1952,0
6863,0,0
6867,1036,0
6871,3974,1
6875,2586,1
6879,0,0
6883,539,0
6887,3874,1
6891,3224,1
6895,0,0
6899,175,0
6903,3953,1
6907,3756,1
6911,0,0
6915,0,0
6919,3061,1
6923,3893,1
6927,344,0
6931,0,0
6935,2296,1
6939,3941,1
6943,1221,0
6947,0,0
6951,1670,0
6955,3985,1
6959,1945,0
6963,0,0
6967,1051,0
6971,3685,1
6975,2599,1
6979,0,0
6983,569,0
6987,4050,1
6991,3181,1
6995,0,0
6999,186,0
7003,3983,1
7007,3714,1
7011,0,0
7015,0,0
7019,3162,1
7023,3902,1
7027,256,0
7031,0,0
7035,2404,1
7039,3986,1
7043,1177,0
7047,0,0
7051,1726,0
7055,4009,1
7059,1869,0
7063,0,0
7067,1120,0
7071,3651,1
7075,2568,1
7079,0,0
7083,540,0
7087,4036,1
7091,3176,1
7095,43,0
7099,212,0
7103,3991,1
7107,3705,1
7111,0,0
7115,0,0
7119,3251,1
7123,3903,1
7127,179,0
7131,0,0
7135,2449,1
7139,3971,1
7143,1089,0
7147,0,0
7151,1788,0
7155,4009,1
7159,1838,0
7163,0,0
7167,1163,0
7171,4059,1
7175,2540,1
7179,0,0
7183,614,0
7187,4053,1
7191,3133,1
7195,0,0
7199,218,0
7203,4019,1
7207,3716,1
7211,0,0
7215,0,0
7219,3282,1
7223,3854,1
7227,125,0
7231,0,0
7235,2501,1
7239,3981,1
7243,1048,0
7247,0,0
7251,1795,0
7255,4005,1
7259,1801,0
7263,0,0
7267,1185,0
7271,4068,1
7275,2491,1
7279,0,0
7283,667,0
7287,4055,1
7291,3105,1
7295,0,0
7299,263,0
7303,4014,1
7307,3674,1
7311,0,0
7315,0,0
7319,3333,1
7323,3891,1
7327,73,0
7331,0,0
7335,2522,1
7339,3969,1
7343,991,0
7347,0,0
7351,1827,0
7355,4002,1
7359,1751,0
7363,0,0
7367,1201,0
7371,4064,1
7375,2486,1
7379,0,0
7383,680,0
7387,4047,1
7391,3078,1
7395,0,0
7399,260,0
7403,4038,1
7407,3646,1
7411,0,0
7415,0,0
7419,3371,1
7423,3895,1
7427,51,0
7431,0,0
7435,2559,1
7439,3934,1
7443,920,0
7447,0,0
7451,1844,0
7455,4028,1
7459,1732,0
7463,0,0
7467,1216,0
7471,4041,1
7475,2495,1
7479,0,0
7483,690,0
7487,3829,1
7491,3053,1
7495,0,0
7499,241,0
7503,4053,1
7507,3638,1
7511,0,0
7515,0,0
7519,3403,1
7523,3877,1
7527,20,0
7531,0,0
7535,2586,1
7539,3944,1
7543,912,0
7547,0,0
7551,1868,0
7555,4020,1
7559,1690,0
7563,0,0
7567,1253,0
7571,4021,1
7575,2417,1
7579,0,0
7583,696,0
7587,4066,1
7591,3006,1
7595,0,0
7599,261,0
7603,4049,1
7607,3627,1
7611,0,0
7615,0,0
7619,3460,1
7623,3906,1
7627,3,0
7631,0,0
7635,2610,1
7639,3963,1
7643,862,0
7647,0,0
7651,1926,0
7655,4006,1
7659,1691,0
7663,0,0
7667,1270,0
7671,3930,1
7675,2387,1
7679,0,0
7683,713,0
7687,4048,1
7691,3004,1
7695,0,0
7699,281,0
7703,4038,1
7707,3588,1
7711,0,0
7715,0,0
7719,3469,1
7723,3849,1
7727,0,0
7731,0,0
7735,2652,1
7739,3970,1
7743,812,0
7747,0,0
7751,1931,0
7755,3964,1
7759,1649,0
7763,0,0
7767,1294,0
7771,3883,1
7775,2335,1
7779,0,0
7783,767,0
7787,4095,1
7791,2971,1
7795,0,0
7799,298,0
7803,4044,1
7807,3551,1
7811,0,0
7815,3,0
7819,3533,1
7823,3862,1
7827,0,0
7831,0,0
7835,2693,1
7839,3956,1
7843,797,0
7847,0,0
7851,1975,0
7855,4006,1
7859,1614,0
7863,0,0
7867,1339,0
7871,3764,1
7875,2324,1
7879,0,0
7883,766,0
7887,4083,1
7891,2944,1
7895,64,0
7899,304,0
7903,4051,1
7907,3539,1
7911,0,0
7915,0,0
7919,3522,1
7923,3841,1
7927,0,0
7931,0,0
7935,2684,1
7939,3960,1
7943,785,0
7947,0,0
7951,1963,0
7955,3988,1
7959,1581,0
7963,0,0
7967,1331,0
7971,4043,1
7975,2309,1
7979,0,0
7983,794,0
7987,4050,1
7991,2912,1
7995,0,0
7999,316,0
8003,4051,1
8007,3530,1
8011,0,0
8015,1,0
8019,3586,1
8023,3837,1
8027,0,0
8031,0,0
8035,2726,1
8039,3933,1
8043,724,0
8047,0,0
8051,2026,0
8055,3973,1
8059,1578,0
8063,0,0
8067,1372,0
8071,4038,1
8075,2263,1
8079,0,0
8083,805,0
8087,4074,1
8091,2870,1
8095,0,0
8099,336,0
8103,4012,1
8107,3539,1
8111,0,0
8115,11,0
8119,3672,1
8123,3817,1
8127,0,0
8131,0,0
8135,2775,1
8139,3932,1
8143,641,0
8147,0,0
8151,2079,1
8155,3962,1
8159,1498,0
8163,0,0
8167,1429,0
8171,4015,1
8175,2220,1
8179,0,0
8183,853,0
8187,3999,1
8191,2830,1
8195,0,0
8199,371,0
8203,4033,1
8207,3513,1
8211,0,0
8215,21,0
8219,3776,1
8223,3813,1
8227,0,0
8231,0,0
8235,2853,1
8239,3954,1
8243,587,0
8247,0,0
8251,2155,1
8255,3987,1
8259,1434,0
8263,0,0
8267,1503,0
8271,4001,1
8275,2171,1
8279,14,0
8283,890,0
8287,4073,1
8291,2813,1
8295,0,0
8299,397,0
8303,4040,1
8307,3465,1
8311,0,0
8315,39,0
8319,3868,1
8323,3813,1
8327,0,0
8331,0,0
8335,2930,1
8339,3935,1
8343,496,0
8347,0,0
8351,2201,1
8355,3956,1
8359,1361,0
8363,0,0
8367,1544,0
8371,4026,1
8375,2118,1
8379,0,0
8383,931,0
8387,4050,1
8391,2798,1
8395,0,0
8399,413,0
8403,4024,1
8407,3416,1
8411,0,0
8415,53,0
8419,3932,1
8423,3797,1
8427,0,0
8431,0,0
8435,2979,1
8439,3921,1
8443,472,0
8447,0,0
8451,2226,1
8455,3960,1
8459,1323,0
8463,0,0
8467,1567,0
8471,3957,1
8475,2073,1
8479,0,0
8483,935,0
8487,3591,1
8491,2745,1
8495,0,0
8499,422,0
8503,4049,1
8507,3395,1
8511,0,0
8515,53,0
8519,3932,1
8523,3765,1
8527,0,0
8531,0,0
8535,3052,1
8539,3922,1
8543,421,0
8547,0,0
8551,2255,1
8555,4008,1
8559,1302,0
8563,0,0
8567,1592,0
8571,3985,1
8575,2065,1
8579,0,0
8583,971,0
8587,4062,1
8591,2737,1
8595,0,0
8599,431,0
8603,4053,1
8607,3366,1
8611,0,0
8615,89,0
8619,3921,1
8623,3788,1
8627,0,0
8631,0,0
8635,3043,1
8639,3897,1
8643,356,0
8647,0,0
8651,2274,1
8655,3968,1
8659,1259,0
8663,0,0
8667,1649,0
8671,4013,1
8675,2016,1
8679,142,0
8683,1001,0
8687,4070,1
8691,2727,1
8695,71,0
8699,471,0
8703,4050,1
8707,3309,1
8711,0,0
8715,102,0
8719,3967,1
8723,3779,1
8727,0,0
8731,0,0
8735,3098,1
8739,3912,1
8743,337,0
8747,0,0
8751,2300,1
8755,3949,1
8759,1225,0
8763,0,0
8767,1683,0
8771,4012,1
8775,2003,1
8779,78,0
8783,1016,0
8787,4049,1
8791,2671,1
8795,0,0
8799,500,0
8803,4036,1
8807,3310,1
8811,0,0
8815,117,0
8819,3988,1
8823,3780,1
8827,0,0
8831,0,0
8835,3105,1
8839,3930,1
8843,344,0
8847,0,0
8851,2345,1
8855,3945,1
8859,1225,0
8863,0,0
8867,1666,0
8871,3951,1
8875,1977,1
8879,0,0
8883,1014,0
8887,3696,1
8891,2695,1
8895,0,0
8899,514,0
8903,4050,1
8907,3302,1
8911,0,0
8915,128,0
8919,3995,1
8923,3761,1
8927,0,0
8931,0,0
8935,3105,1
8939,3939,1
8943,342,0
8947,0,0
8951,2325,1
8955,3992,1
8959,1240,0
8963,0,0
8967,1646,0
8971,3987,1
8975,1980,1
8979,0,0
8983,1042,0
8987,4060,1
8991,2685,1
8995,0,0
8999,516,0
9003,4047,1
9007,3253,1
9011,0,0
9015,146,0
9019,4000,1
9023,3745,1
9027,0,0
9031,0,0
9035,3113,1
9039,3901,1
9043,307,0
9047,0,0
9051,2356,1
9055,4000,1
9059,1173,0
9063,0,0
9067,1693,0
9071,3986,1
9075,1905,0
9079,0,0
9083,1054,0
9087,3988,1
9091,2645,1
9095,0,0
9099,594,0
9103,4054,1
9107,3232,1
9111,0,0
9115,171,0
9119,4008,1
9123,3727,1
9127,0,0
9131,0,0
9135,3197,1
9139,3932,1
9143,230,0
9147,0,0
9151,2426,1
9155,3984,1
9159,1128,0
9163,0,0
9167,1770,0
9171,3970,1
9175,1893,0
9179,0,0
9183,1095,0
9187,3831,1
9191,2580,1
9195,0,0
9199,581,0
9203,4071,1
9207,3248,1
9211,0,0
9215,189,0
9219,4003,1
9223,3730,1
9227,0,0
9231,0,0
9235,3276,1
9239,3906,1
9243,177,0
9247,0,0
9251,2455,1
9255,3996,1
9259,1095,0
9263,0,0
9267,1776,0
9271,3987,1
9275,1855,0
9279,0,0
9283,1127,0
9287,4026,1
9291,2567,1
9295,0,0
9299,586,0
9303,4075,1
9307,3180,1
9311,0,0
9315,211,0
9319,4005,1
9323,3710,1
9327,0,0
9331,0,0
9335,3282,1
9339,3915,1
9343,137,0
9347,0,0
9351,2493,1
9355,3950,1
9359,1054,0
9363,0,0
9367,1808,0
9371,3956,1
9375,1817,0
9379,0,0
9383,1150,0
9387,3610,1
9391,2551,1
9395,0,0
9399,649,0
9403,4056,1
9407,3157,1
9411,0,0
9415,222,0
9419,4029,1
9423,3684,1
9427,0,0
9431,0,0
9435,3355,1
9439,3902,1
9443,95,0
9447,0,0
9451,2497,1
9455,3957,1
9459,1016,0
9463,0,0
9467,1835,0
9471,3976,1
9475,1803,0
9479,0,0
9483,1177,0
9487,4031,1
9491,2539,1
9495,0,0
9499,649,0
9503,4056,1
9507,3136,1
9511,0,0
9515,239,0
9519,4016,1
9523,3680,1
9527,0,0
9531,0,0
9535,3403,1
9539,3880,1
9543,73,0
9547,0,0
9551,2521,1
9555,3966,1
9559,1010,0
9563,0,0
9567,1862,0
9571,3982,1
9575,1799,0
9579,0,0
9583,1218,0
9587,4038,1
9591,2492,1
9595,0,0
9599,670,0
9603,4046,1
9607,3113,1
9611,0,0
9615,242,0
9619,4014,1
9623,3674,1
9627,0,0
9631,0,0
9635,3429,1
9639,3875,1
9643,32,0
9647,0,0
9651,2579,1
9655,3942,1
9659,924,0
9663,0,0
9667,1873,0
9671,3970,1
9675,1737,0
9679,0,0
9683,1216,0
9687,4018,1
9691,2484,1
9695,3,0
9699,684,0
9703,4063,1
9707,3071,1
9711,0,0
9715,258,0
9719,4035,1
9723,3670,1
9727,0,0
9731,0,0
9735,3455,1
9739,3866,1
9743,13,0
9747,0,0
9751,2598,1
9755,3943,1
9759,901,0
9763,0,0
9767,1908,0
9771,4005,1
9775,1728,0
9779,0,0
9783,1244,0
9787,4045,1
9791,2462,1
9795,200,0
9799,712,0
9803,4070,1
9807,3096,1
9811,0,0
9815,267,0
9819,4008,1
9823,3646,1
9827,0,0
9831,0,0
9835,3571,1
9839,3897,1
9843,18,0
9847,0,0
9851,2609,1
9855,3966,1
9859,930,0
9863,0,0
9867,1895,0
9871,3979,1
9875,1709,0
9879,0,0
9883,1237,0
9887,4059,1
9891,2467,1
9895,74,0
9899,684,0
9903,4071,1
9907,3068,1
9911,0,0
9915,253,0
9919,4039,1
9923,3671,1
9927,0,0
9931,0,0
9935,3414,1
9939,3911,1
9943,30,0
9947,0,0
9951,2575,1
9955,3966,1
9959,978,0
9963,0,0
9967,1872,0
9971,4019,1
9975,1744,0
9979,0,0
9983,1246,0
9987,4035,1
9991,2457,1
9995,176,0
9999,673,0
10003,4058,1
10007,3062,1
10011,0,0
10015,254,0
10019,4029,1
10224,2209,1
10227,0,0
10231,0,0
10235,3499,1
10239,3914,1
10243,7,0
10247,0,0
10251,2650,1
10255,3995,1
10259,815,0
10263,0,0
10267,1966,0
10271,4042,1
10275,1636,0
10279,0,0
10283,1312,0
10287,4064,1
10291,2362,1
10295,179,0
10299,777,0
10303,4059,1
10307,2971,1
10311,0,0
10315,321,0
10319,4037,1
10323,3596,1
10327,0,0
10331,0,0
10335,3520,1
10339,3882,1
10343,0,0
10347,0,0
10351,2684,1
10355,3971,1
10359,766,0
10363,0,0
10367,1973,0
10371,4027,1
10375,1598,0
10379,0,0
10383,1347,0
10387,4059,1
10391,2329,1
10395,148,0
10399,781,0
10403,4079,1
10407,2954,1
10411,0,0
10415,305,0
10419,4022,1
10423,3560,1
10427,0,0
10431,0,0
10435,3575,1
10439,3849,1
10443,0,0
10447,0,0
10451,2733,1
10455,3988,1
10459,736,0
10463,0,0
10467,2030,0
10471,4014,1
10475,1543,0
10479,0,0
10483,1357,0
10487,4086,1
10491,2304,1
10495,0,0
10499,823,0
10503,4088,1
10507,2931,1
10511,0,0
10515,346,0
10519,4054,1
10523,3554,1
10527,0,0
10531,4,0
10535,3661,1
10539,3866,1
10543,0,0
10547,0,0
10551,2777,1
10555,3952,1
10559,681,0
10563,0,0
10567,2045,0
10571,4031,1
10575,1520,0
10579,0,0
10583,1416,0
10587,4046,1
10591,2262,1
10595,0,0
10599,826,0
10603,4092,1
10607,2879,1
10611,0,0
10615,353,0
10619,4071,1
10623,3538,1
10627,0,0
10631,22,0
10635,3688,1
10639,3845,1
10643,0,0
10647,0,0
10651,2806,1
10655,3956,1
10659,652,0
10663,0,0
10667,2081,1
10671,4003,1
10675,1471,0
10679,0,0
10683,1421,0
10687,4065,1
10691,2229,1
10695,141,0
10699,857,0
10703,4067,1
10707,2875,1
10711,0,0
10715,354,0
10719,4055,1
10723,3503,1
10727,0,0
10731,24,0
10735,3746,1
10739,3827,1
10743,0,0
10747,0,0
10751,2839,1
10755,3969,1
10759,612,0
10763,0,0
10767,2143,1
10771,3990,1
10775,1446,0
10779,0,0
10783,1467,0
10787,4023,1
10791,2155,1
10795,0,0
10799,887,0
10803,3851,1
10807,2868,1
10811,0,0
10815,383,0
10819,4048,1
10823,3485,1
10827,0,0
10831,42,0
10835,3856,1
10839,3836,1
10843,0,0
10847,0,0
10851,2896,1
10855,3957,1
10859,581,0
10863,0,0
10867,2153,1
10871,3997,1
10875,1419,0
10879,0,0
10883,1498,0
10887,3921,1
10891,2170,1
10895,0,0
10899,946,0
10903,4068,1
10907,2799,1
10911,1,0
10915,403,0
10919,4059,1
10923,3456,1
10927,0,0
10931,35,0
10935,3856,1
10939,3843,1
10943,0,0
10947,0,0
10951,2929,1
10955,3923,1
10959,527,0
10963,0,0
10967,2183,1
10971,4004,1
10975,1369,0
10979,0,0
10983,1522,0
10987,4004,1
10991,2104,1
10995,0,0
10999,931,0
11003,3756,1
11007,2787,1
11011,0,0
11015,399,0
11019,4082,1
11023,3416,1
11027,0,0
11031,58,0
11035,3921,1
11039,3836,1
11043,0,0
11047,0,0
11051,2963,1
11055,3933,1
11059,489,0
11063,0,0
11067,2225,1
11071,3993,1
11075,1321,0
11079,0,0
11083,1558,0
11087,4005,1
11091,2093,1
11095,0,0
11099,954,0
11103,3995,1
11107,2779,1
11111,0,0
11115,446,0
11119,4090,1
11123,3414,1
11127,0,0
11131,56,0
11135,3948,1
11139,3823,1
11143,0,0
11147,0,0
11151,2988,1
11155,3935,1
11159,454,0
11163,0,0
11167,2250,1
11171,3985,1
11175,1326,0
11179,0,0
11183,1589,0
11187,3905,1
11191,2058,1
11195,0,0
11199,963,0
11203,4047,1
11207,2758,1
11211,0,0
11215,437,0
11219,4071,1
11223,3377,1
11227,0,0
11231,78,0
11235,3963,1
11239,3792,1
11243,0,0
11247,0,0
11251,3027,1
11255,3964,1
11259,413,0
11263,0,0
11267,2274,1
11271,3992,1
11275,1288,0
11279,0,0
11283,1603,0
11287,4010,1
11291,2066,1
11295,0,0
11299,974,0
11303,4068,1
11307,2749,1
11311,0,0
11315,443,0
11319,4071,1
11323,3360,1
11327,0,0
11331,85,0
11335,3963,1
11339,3811,1
11343,0,0
11347,0,0
11351,3031,1
11355,3968,1
11359,406,0
11363,0,0
11367,2278,1
11371,4022,1
11375,1283,0
11379,0,0
11383,1613,0
11387,3989,1
11391,2022,1
11395,0,0
11399,1009,0
11403,4055,1
11407,2735,1
11411,145,0
11415,486,0
11419,4081,1
11423,3307,1
11427,0,0
11431,97,0
11435,3930,1
11439,3778,1
11443,0,0
11447,0,0
11451,3032,1
11455,3945,1
11459,375,0
11463,0,0
11467,2294,1
11471,3968,1
11475,1241,0
11479,0,0
11483,1626,0
11487,4031,1
11491,2007,1
11495,0,0
11499,981,0
11503,4066,1
11507,2724,1
11511,22,0
11515,490,0
11519,4046,1
11523,3292,1
11527,0,0
11531,107,0
11535,3983,1
11539,3752,1
11543,0,0
11547,0,0
11551,3077,1
11555,3912,1
11559,311,0
11563,0,0
11567,2313,1
11571,4004,1
11575,1204,0
11579,0,0
11583,1675,0
11587,4003,1
11591,1970,1
11595,0,0
11599,995,0
11603,4066,1
11607,2688,1
11611,0,0
11615,504,0
11619,4062,1
11623,3292,1
11627,0,0
11631,136,0
11635,3981,1
11639,3743,1
11643,0,0
11647,0,0
11651,3105,1
11655,3918,1
11659,282,0
11663,0,0
11667,2340,1
11671,3986,1
11675,1164,0
11679,0,0
11683,1705,0
11687,3998,1
11691,1949,0
11695,0,0
11699,1029,0
11703,3926,1
11707,2646,1
11711,0,0
11715,592,0
11719,4066,1
11723,3243,1
11727,0,0
11731,146,0
11735,3973,1
11739,3751,1
11743,0,0
11747,0,0
11751,3099,1
11755,3904,1
11759,289,0
11763,0,0
11767,2354,1
11771,3948,1
11775,1177,0
11779,0,0
11783,1685,0
11787,3964,1
11791,1928,0
11795,0,0
11799,1035,0
11803,4051,1
11807,2662,1
11811,0,0
11815,513,0
11819,4042,1
11823,3228,1
11827,0,0
11831,137,0
11835,3921,1
11839,3735,1
11843,0,0
11847,0,0
11851,3017,1
11855,3874,1
11859,270,0
11863,0,0
11867,2287,1
11871,3969,1
11875,1160,0
11879,0,0
11883,1639,0
11887,3993,1
11891,1953,0
11895,0,0
11899,1007,0
11903,4067,1
11907,2663,1
11911,156,0
11915,490,0
11919,4053,1
11923,3233,1
11927,0,0
11931,132,0
11935,3806,1
11939,3737,1
11943,0,0
11947,0,0
11951,2937,1
11955,3921,1
11959,352,0
11963,0,0
11967,2307,1
11971,3971,1
11975,1180,0
11979,0,0
11983,1674,0
11987,4015,1
11991,1958,1
11995,0,0
11999,1028,0
12003,4039,1
12007,2637,1
12011,0,0
12015,520,0
12019,4055,1
12023,3210,1
12027,0,0
12031,156,0
12035,3861,1
12039,3709,1
12043,0,0
12047,0,0
12051,3055,1
12055,3890,1
12059,266,0
12063,0,0
12067,2290,1
12071,3971,1
12075,1114,0
12079,0,0
12083,1675,0
12087,4003,1
12091,1880,0
12095,0,0
12099,1050,0
12103,4004,1
12107,2582,1
12111,0,0
12115,564,0
12119,3962,1
12123,3163,1
12127,0,0
12131,183,0
12135,3967,1
12139,3685,1
12143,0,0
12147,0,0
12151,3117,1
12155,3880,1
12159,182,0
12163,0,0
12167,2392,1
12171,3943,1
12175,1089,0
12179,0,0
12183,1721,0
12187,4018,1
12191,1865,0
12195,0,0
12199,1113,0
12203,4039,1
12207,2540,1
12211,0,0
12215,618,0
12219,3857,1
12223,3148,1
12227,0,0
12231,211,0
12235,4003,1
12239,3711,1
12243,0,0
12247,0,0
12251,3175,1
12255,3891,1
12259,168,0
12263,0,0
12267,2430,1
12271,3956,1
12275,1069,0
12279,0,0
12283,1787,0
12287,3983,1
12291,1816,0
12295,0,0
12299,1150,0
12303,3721,1
12307,2504,1
12311,0,0
12315,618,0
12319,4044,1
12323,3083,1
12327,0,0
12331,216,0
12335,4006,1
12339,3626,1
12343,0,0
12347,0,0
12351,3262,1
12355,3884,1
12359,73,0
12363,0,0
12367,2459,1
12371,3917,1
12375,992,0
12379,0,0
12383,1790,0
12387,4018,1
12391,1765,0
12395,0,0
12399,1170,0
12403,4063,1
12407,2485,1
12411,268,0
12415,641,0
12419,4048,1
12423,3088,1
12427,0,0
12431,224,0
12435,3999,1
12439,3636,1
12443,0,0
12447,0,0
12451,3236,1
12455,3881,1
12459,106,0
12463,0,0
12467,2473,1
12471,3907,1
12475,999,0
12479,0,0
12483,1801,0
12487,3999,1
12491,1763,0
12495,0,0
12499,1151,0
12503,4038,1
12507,2486,1
12511,0,0
12515,652,0
12519,4018,1
12523,3077,1
12527,0,0
12531,231,0
12535,3959,1
12539,3645,1
12543,0,0
12547,0,0
12551,3282,1
12555,3877,1
12559,59,0
12563,0,0
12567,2495,1
12571,3946,1
12575,950,0
12579,0,0
12583,1852,0
12587,3994,1
12591,1717,0
12595,0,0
12599,1199,0
12603,4044,1
12607,2423,1
12611,0,0
12615,684,0
12619,4027,1
12623,3054,1
12627,0,0
12631,261,0
12635,4014,1
12639,3652,1
12643,0,0
12647,0,0
12651,3367,1
12655,3882,1
12659,12,0
12663,0,0
12667,2546,1
12671,3947,1
12675,882,0
12679,0,0
12683,1884,0
12687,4019,1
12691,1669,0
12695,0,0
12699,1247,0
12703,4056,1
12707,2411,1
12711,0,0
12715,724,0
12719,4059,1
12723,3017,1
12727,0,0
12731,291,0
12735,4062,1
12739,3620,1
12743,0,0
12747,0,0
12751,3552,1
12755,3870,1
12759,0,0
12763,0,0
12767,2668,1
12771,3960,1
12775,799,0
12779,0,0
12783,1978,0
12787,3996,1
12791,1619,0
12795,0,0
12799,1332,0
12803,4051,1
12807,2353,1
12811,214,0
12815,773,0
12819,4059,1
12823,2991,1
12827,0,0
12831,318,0
12835,4051,1
12839,3598,1
12843,0,0
12847,0,0
12851,3493,1
12855,3894,1
12859,0,0
12863,0,0
12867,2680,1
12871,3968,1
12875,766,0
12879,0,0
12883,2001,0
12887,3998,1
12891,1591,0
12895,0,0
12899,1311,0
12903,4050,1
12907,2349,1
12911,0,0
12915,745,0
12919,3912,1
12923,2964,1
12927,0,0
12931,285,0
12935,4034,1
12939,3578,1
12943,0,0
12947,0,0
12951,3545,1
12955,3871,1
12959,0,0
12963,0,0
12967,2703,1
12971,3974,1
12975,770,0
12979,0,0
12983,1964,0
12987,3993,1
12991,1577,0
12995,0,0
12999,1320,0
13003,3938,1
13007,2274,1
13011,0,0
13015,769,0
13019,3688,1
13023,2925,1
13027,0,0
13031,305,0
13035,4040,1
13039,3564,1
13043,0,0
13047,0,0
13051,3574,1
13055,3862,1
13059,0,0
13063,0,0
13067,2715,1
13071,3948,1
13075,708,0
13079,0,0
13083,2010,0
13087,3987,1
13091,1546,0
13095,0,0
13099,1360,0
13103,4057,1
13107,2290,1
13111,0,0
13115,832,0
13119,3759,1
13123,2917,1
13127,0,0
13131,345,0
13135,4050,1
13139,3563,1
13143,0,0
13147,10,0
13151,3714,1
13155,3836,1
13159,0,0
13163,0,0
13167,2821,1
13171,3965,1
13175,622,0
13179,0,0
13183,2098,1
13187,4016,1
13191,1473,0
13195,0,0
13199,1448,0
13203,4044,1
13207,2235,1
13211,196,0
13215,876,0
13219,4059,1
13223,2821,1
13227,0,0
13231,366,0
13235,4041,1
13239,3513,1
13243,0,0
13247,15,0
13251,3820,1
13255,3833,1
13259,0,0
13263,0,0
13267,2881,1
13271,3961,1
13275,558,0
13279,0,0
13283,2140,1
13287,4021,1
13291,1428,0
13295,0,0
13299,1478,0
13303,4050,1
13307,2194,1
13311,0,0
13315,906,0
